City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Cotusca,RO,48.1333,26.85,64.58,72,0,7.81,clear sky
345,Taksimo,RU,56.3444,114.8794,65.03,82,71,0.98,light rain
346,Vale,GE,41.6156,42.8722,63.79,97,23,1.36,few clouds
347,Port Blair,IN,11.6667,92.75,78.58,90,100,23.35,overcast clouds
348,Sitka,US,57.0531,-135.33,55.29,94,100,4.61,light rain
349,Roebourne,AU,-20.7833,117.1333,64.44,63,0,14.88,clear sky
350,Dunedin,NZ,-45.8742,170.5036,51.73,62,5,12.84,clear sky
351,Victoria,HK,22.2855,114.1577,85.32,82,100,3.0,overcast clouds
352,Larsnes,NO,62.2028,5.5773,60.62,90,100,12.35,overcast clouds
353,Tazovskiy,RU,67.4667,78.7,48.31,86,44,5.7,scattered clouds
354,Annau,TM,37.8876,58.516,80.1,39,75,4.61,broken clouds
355,Kurchum,KZ,48.5722,83.6542,64.36,69,6,5.32,clear sky
356,Alofi,NU,-19.0595,-169.9187,78.69,73,40,14.97,scattered clouds
357,Harlingen,US,26.1906,-97.6961,98.69,36,0,19.57,clear sky
358,Suntar,RU,62.1444,117.6319,64.6,91,76,4.85,broken clouds
359,Port Hedland,AU,-20.3167,118.5667,66.25,88,100,10.36,overcast clouds
360,Marsh Harbour,BS,26.5412,-77.0636,83.28,64,0,9.86,clear sky
361,Mackay,AU,-21.15,149.2,61.68,94,10,7.92,clear sky
362,Vangaindrano,MG,-23.35,47.6,64.54,85,100,5.44,overcast clouds
363,Santa Maria,BR,-29.6842,-53.8069,56.5,100,75,11.5,mist
364,Salalah,OM,17.0151,54.0924,77.09,100,100,4.61,light intensity drizzle
365,Vila Velha,BR,-20.3297,-40.2925,75.15,87,20,11.5,few clouds
366,Aktau,KZ,43.65,51.2,77.58,42,0,10.42,clear sky
367,Henties Bay,NA,-22.116,14.2845,53.08,79,0,5.99,clear sky
368,Lubao,PH,14.9167,120.55,78.51,89,99,2.62,overcast clouds
369,Tabas,IR,33.5959,56.9244,86.65,17,0,5.55,clear sky
370,Mackenzie,CA,55.2999,-123.1698,68.22,52,75,11.5,broken clouds
371,Tarija,BO,-21.5355,-64.7296,71.51,43,0,13.8,clear sky
372,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,55.63,94,26,6.85,scattered clouds
373,Cabedelo,BR,-6.9811,-34.8339,75.87,85,6,7.11,clear sky
374,Vilhena,BR,-12.7406,-60.1458,86.22,37,0,6.91,clear sky
375,Luderitz,NA,-26.6481,15.1594,54.12,80,0,3.06,clear sky
376,Bayir,TR,37.2687,28.2167,70.32,37,0,4.92,clear sky
377,Luyang,CN,27.6239,110.0989,77.9,72,65,2.8,broken clouds
378,Kamaishi,JP,39.2667,141.8833,73.49,97,100,5.26,moderate rain
379,Umkomaas,ZA,-30.2067,30.7978,61.68,86,9,8.57,clear sky
380,Fiumicino,IT,41.7675,12.2291,84.63,81,0,4.61,clear sky
381,Labuhan,ID,-6.8844,112.2051,75.52,90,36,6.89,scattered clouds
382,Ulaangom,MN,49.9811,92.0667,62.29,63,13,3.29,few clouds
383,Lasa,IT,46.6166,10.7002,68.88,84,65,1.12,broken clouds
384,Sept-Iles,CA,50.2001,-66.3821,69.06,89,100,4.61,overcast clouds
385,Maumere,ID,-8.6199,122.2111,74.61,75,26,3.56,scattered clouds
386,Dom Pedrito,BR,-30.9828,-54.6731,59.52,94,53,3.51,broken clouds
387,Voh,NC,-20.9667,164.7,75.04,83,100,4.7,overcast clouds
388,Biak,ID,-0.9131,122.8766,74.44,87,90,6.04,overcast clouds
389,Ruwi,OM,23.5996,58.5507,92.89,61,4,2.44,clear sky
390,Karratha,AU,-20.7377,116.8463,63.52,66,0,12.93,clear sky
391,Lena,ES,43.1,-5.7333,57.34,91,79,0.72,broken clouds
392,Coahuayana,MX,18.7333,-103.6833,91.29,57,67,6.24,broken clouds
393,Kuli,RU,42.0185,47.2434,57.42,74,41,5.75,scattered clouds
394,Cotonou,BJ,6.3654,2.4183,75.18,83,40,8.05,scattered clouds
395,Wanning,CN,18.8003,110.3967,80.6,87,86,5.86,overcast clouds
396,Campbell River,CA,50.0163,-125.2446,73.45,49,40,8.05,scattered clouds
397,Hithadhoo,MV,-0.6,73.0833,80.08,77,60,12.46,broken clouds
398,San Luis,AR,-33.295,-66.3356,58.42,47,33,8.84,scattered clouds
399,Mantang,PH,11.87,125.4283,78.46,87,85,1.54,overcast clouds
400,Codrington,AU,-38.2667,141.9667,55.15,69,84,20.94,moderate rain
401,Traverse City,US,44.7631,-85.6206,84.83,42,20,6.91,few clouds
402,Elko,US,41.0002,-115.5012,88.05,33,38,7.0,scattered clouds
403,Lobito,AO,-12.3481,13.5456,66.74,70,99,1.32,overcast clouds
404,Iluppur,IN,10.5135,78.6236,78.15,87,100,4.61,light rain
405,Ziarat,PK,30.3823,67.7282,62.47,68,3,1.34,clear sky
406,Coihaique,CL,-45.5752,-72.0662,44.55,65,75,4.61,broken clouds
407,San Cristobal,VE,7.7669,-72.225,77.18,66,72,5.3,broken clouds
408,Batemans Bay,AU,-35.7167,150.1833,56.1,58,94,9.69,overcast clouds
409,Palestrina,IT,41.8355,12.889,79.48,60,44,1.01,scattered clouds
410,Ouango,CF,4.3133,22.5552,72.39,89,99,2.17,overcast clouds
411,Jalu,LY,29.0331,21.5482,83.07,46,0,17.76,clear sky
412,Harda,IN,22.3333,77.1,77.72,88,100,3.36,heavy intensity rain
413,Poum,NC,-20.2333,164.0167,74.97,88,72,15.5,broken clouds
414,Keti Bandar,PK,24.1447,67.4497,81.75,83,100,13.8,overcast clouds
415,Camacha,PT,33.0833,-16.3333,67.42,78,75,13.8,broken clouds
416,Puerto Carreno,CO,6.189,-67.4859,87.78,62,40,2.3,scattered clouds
417,Port Lincoln,AU,-34.7333,135.8667,55.33,74,0,18.21,clear sky
418,Vardo,NO,70.3705,31.1107,55.38,94,69,0.0,broken clouds
419,Kieta,PG,-6.2167,155.6333,82.49,75,33,6.89,light rain
420,Bulgan,MN,48.8125,103.5347,59.25,88,100,6.33,overcast clouds
421,Birjand,IR,32.8663,59.2211,73.87,28,0,9.22,clear sky
422,Luwuk,ID,-0.9516,122.7875,75.47,90,90,4.56,overcast clouds
423,Hubli,IN,15.35,75.1667,72.86,88,100,7.87,overcast clouds
424,Limoges,FR,45.75,1.3333,79.36,47,0,8.05,clear sky
425,Fort Nelson,CA,58.8053,-122.7002,71.19,49,75,12.66,broken clouds
426,Aranos,NA,-24.1333,19.1167,49.66,30,0,6.58,clear sky
427,Ilheus,BR,-14.7889,-39.0494,76.82,83,40,5.75,scattered clouds
428,Honningsvag,NO,70.9821,25.9704,53.35,87,100,10.36,overcast clouds
429,Okhotsk,RU,59.3833,143.3,59.16,83,88,4.14,overcast clouds
430,Leeton,AU,-34.5667,146.4,56.89,77,54,15.93,broken clouds
431,Kabare,CD,-2.4683,28.8242,59.88,93,58,0.92,broken clouds
432,Egvekinot,RU,66.3167,-179.1667,57.11,51,3,8.93,clear sky
433,Muzhi,RU,65.3667,64.6667,56.43,68,83,6.46,broken clouds
434,Buritama,BR,-21.0661,-50.1472,82.51,28,11,4.18,few clouds
435,Marang,MY,5.2056,103.2059,76.93,87,100,2.95,overcast clouds
436,Susanville,US,40.4163,-120.653,90.09,25,0,8.99,clear sky
437,Shahreza,IR,32.0339,51.8794,77.05,24,45,4.59,scattered clouds
438,Bilibino,RU,68.0546,166.4372,57.63,69,100,3.15,overcast clouds
439,Parana,AR,-31.732,-60.5238,64.45,67,99,7.78,overcast clouds
440,Amahai,ID,-3.3333,128.9167,75.97,87,89,3.2,overcast clouds
441,Kutum,SD,14.2,24.6667,68.47,70,82,14.29,moderate rain
442,Waitati,NZ,-45.75,170.5667,55.8,42,6,5.79,clear sky
443,Krasnoselkup,RU,65.7,82.4667,45.32,87,0,10.16,clear sky
444,Joshimath,IN,30.5667,79.5667,70.3,93,92,1.36,overcast clouds
445,Maceio,BR,-9.6658,-35.7353,74.64,94,100,3.44,moderate rain
446,Bage,BR,-31.3314,-54.1069,56.98,94,89,9.22,moderate rain
447,Bonavista,CA,48.6499,-53.1147,67.23,72,97,16.84,overcast clouds
448,Russell,US,32.3502,-85.1999,91.96,66,0,3.44,clear sky
449,Temir,KZ,49.1414,57.13,70.84,57,48,5.19,scattered clouds
450,Hamilton,US,39.1834,-84.5333,89.22,59,0,12.66,clear sky
451,Spodnja Idrija,SI,46.0319,14.0272,74.97,76,4,3.33,clear sky
452,Poopo,BO,-18.3667,-66.9667,61.57,18,0,6.31,clear sky
453,Jutai,BR,-5.1833,-68.9,76.53,94,100,2.62,light rain
454,Tukrah,LY,32.5341,20.5791,79.38,69,0,11.07,clear sky
455,Elat,IL,29.5581,34.9482,94.84,24,0,16.11,clear sky
456,Puerto Del Rosario,ES,28.5004,-13.8627,80.35,57,20,14.97,few clouds
457,Bereznik,RU,62.8551,42.7072,63.66,74,100,8.59,overcast clouds
458,Palmer,US,42.1584,-72.3287,88.5,66,75,0.0,broken clouds
459,Itarema,BR,-2.9248,-39.9167,78.55,81,40,15.03,scattered clouds
460,Wahiawa,US,21.5028,-158.0236,80.87,59,75,11.5,broken clouds
461,Beaverlodge,CA,55.2166,-119.4361,65.55,54,67,4.07,broken clouds
462,Iquique,CL,-20.2208,-70.1431,60.84,79,33,7.81,scattered clouds
463,Nishihara,JP,26.1842,127.7558,81.68,89,20,4.61,few clouds
464,Ternate,ID,0.8,127.4,78.76,82,100,2.3,overcast clouds
465,Orocue,CO,4.7912,-71.3354,74.57,94,100,4.54,overcast clouds
466,Peoria,US,40.7667,-89.7668,91.24,61,0,14.97,clear sky
467,Copiapo,CL,-27.3667,-70.3333,53.29,62,0,5.75,clear sky
468,Dalvik,IS,65.9702,-18.5286,46.33,98,100,10.38,overcast clouds
469,Ferrol,ES,43.4832,-8.2369,69.71,91,3,13.82,clear sky
470,Bemidji,US,47.4736,-94.8803,80.91,77,100,8.05,overcast clouds
471,Gombe,NG,10.2897,11.1673,69.48,93,91,8.08,light rain
472,Beringovskiy,RU,63.05,179.3167,56.73,65,62,3.51,broken clouds
473,Tuatapere,NZ,-46.1333,167.6833,47.88,84,84,12.19,broken clouds
474,Dubasari,MD,47.2631,29.1608,68.79,86,16,6.29,few clouds
475,Tambura,SS,5.6,27.4667,67.1,96,42,2.39,scattered clouds
476,Walvis Bay,NA,-22.9575,14.5053,52.09,81,2,2.3,clear sky
477,Kouroussa,GN,10.65,-9.8833,70.41,97,93,4.56,light rain
478,Goure,NE,13.9835,10.2704,80.85,62,100,11.77,overcast clouds
479,Nouadhibou,MR,20.931,-17.0347,75.18,83,11,11.5,few clouds
480,Christchurch,NZ,-43.5333,172.6333,57.33,62,1,10.36,clear sky
481,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.09,90,74,7.23,broken clouds
482,Konstantinovo,BY,54.6628,29.2699,57.54,89,100,6.22,overcast clouds
483,Bouloupari,NC,-21.8667,166.05,73.31,85,99,4.81,overcast clouds
484,Marsa Matruh,EG,31.3525,27.2453,80.8,83,0,4.61,clear sky
485,Daro,GN,8.5185,-9.569,66.2,100,48,1.25,scattered clouds
486,Huilong,CN,31.8111,121.655,82.92,85,0,12.46,clear sky
487,Lavrentiya,RU,65.5833,-171.0,57.4,54,5,11.48,clear sky
488,Tammisaari,FI,59.9736,23.4339,55.9,84,93,4.0,overcast clouds
489,Villefranche-Sur-Saone,FR,45.9833,4.7167,77.77,47,23,3.56,few clouds
490,Arvika,SE,59.6553,12.5852,57.81,97,100,7.76,overcast clouds
491,Tulsipur,NP,28.131,82.2973,73.85,95,100,2.48,overcast clouds
492,Soller,ES,39.7662,2.7152,85.62,55,1,1.19,clear sky
493,Mali,GN,12.079,-12.2982,60.96,91,97,2.77,moderate rain
494,Baykit,RU,61.67,96.37,53.15,91,100,2.53,overcast clouds
495,Raahe,FI,64.6833,24.4833,59.09,79,16,12.35,few clouds
496,Narsaq,GL,60.9167,-46.05,57.42,69,60,4.38,broken clouds
497,Ucluelet,CA,48.9329,-125.5528,61.09,87,97,1.01,overcast clouds
498,Todos Santos,MX,23.45,-110.2167,97.05,73,41,6.38,scattered clouds
499,Sobolevo,RU,54.4299,31.8996,61.93,93,100,6.85,overcast clouds
500,Coihueco,CL,-36.6167,-71.8333,52.54,62,0,11.5,clear sky
501,Sao Cristovao,BR,-11.0147,-37.2064,78.71,69,75,10.36,broken clouds
502,La Ronge,CA,55.1001,-105.2842,57.45,82,100,19.57,overcast clouds
503,Mezen,RU,65.8522,44.24,58.62,85,100,9.42,overcast clouds
504,Maragogi,BR,-9.0122,-35.2225,74.84,91,83,8.28,broken clouds
505,Wilmington,US,34.2257,-77.9447,95.0,54,40,9.22,scattered clouds
506,Beaufort,MY,5.3473,115.7455,74.39,93,97,3.15,overcast clouds
507,Bonthe,SL,7.5264,-12.505,75.33,81,99,6.64,overcast clouds
508,Marand,IR,38.4329,45.7749,77.56,45,64,6.02,broken clouds
509,Taguatinga,BR,-12.3857,-46.5711,80.96,26,39,5.48,scattered clouds
510,Martinsville,US,36.6915,-79.8725,92.26,48,0,3.44,clear sky
511,Gomel,BY,52.4345,30.9754,65.82,88,100,11.18,overcast clouds
512,Corn Island,NI,12.1694,-83.0418,81.07,85,100,26.93,moderate rain
513,Eyl,SO,7.9803,49.8164,76.17,73,2,26.33,clear sky
514,Harper,LR,4.375,-7.7169,75.49,72,100,7.47,overcast clouds
515,Waddan,LY,29.1614,16.139,82.15,46,0,16.42,clear sky
516,Ambilobe,MG,-13.2,49.05,61.88,82,0,4.07,clear sky
517,Ilulissat,GL,69.2167,-51.1,48.22,93,40,6.91,scattered clouds
518,Pauini,BR,-7.7136,-66.9764,84.13,59,100,2.44,overcast clouds
519,Bautzen,DE,51.1833,14.4333,71.38,78,98,4.27,overcast clouds
520,Bacungan,PH,9.9106,118.7022,78.85,89,20,4.61,few clouds
521,Axim,GH,4.8699,-2.2405,73.27,79,38,7.38,scattered clouds
522,Tauramena,CO,5.0183,-72.7492,72.84,91,90,0.4,overcast clouds
523,Masuguru,TZ,-11.3667,38.4167,70.72,63,51,3.2,broken clouds
524,Voi,KE,-3.3945,38.563,66.54,82,6,8.63,clear sky
525,Bollnas,SE,61.3482,16.3946,55.04,88,99,9.06,overcast clouds
526,Port Said,EG,31.2565,32.2841,82.38,83,0,10.36,clear sky
527,Ustyuzhna,RU,58.8394,36.4321,62.24,90,97,3.76,overcast clouds
528,Saint Anthony,US,45.0205,-93.218,96.58,52,0,23.02,clear sky
529,Nabire,ID,-3.3667,135.4833,75.42,91,94,3.24,overcast clouds
530,Noumea,NC,-22.2763,166.4572,73.99,99,64,6.26,broken clouds
531,Ulladulla,AU,-35.35,150.4667,57.2,60,98,10.87,overcast clouds
532,Green River,US,41.5286,-109.4662,78.19,43,88,7.0,overcast clouds
533,Benghazi,LY,32.1167,20.0667,80.6,69,0,15.57,clear sky
534,Aktash,RU,50.3,87.7333,43.2,88,81,1.61,broken clouds
535,Salar,ES,37.1499,-4.0191,82.89,36,0,4.74,clear sky
536,Tessalit,ML,20.1986,1.0114,81.32,51,100,23.55,overcast clouds
537,Ilo,PE,-17.6394,-71.3375,63.46,72,75,6.91,broken clouds
538,Ketchikan,US,55.3422,-131.6461,59.4,88,94,6.6,light rain
539,College,US,64.8569,-147.8028,66.18,68,75,3.44,broken clouds
540,Rizhao,CN,35.4275,119.4553,80.55,90,1,1.41,clear sky
541,Camana,PE,-16.6228,-72.7111,61.11,77,4,5.5,clear sky
542,Kedrovyy,RU,56.1667,91.8167,52.21,77,97,3.44,overcast clouds
543,Soyo,AO,-6.1349,12.3689,68.9,88,20,12.44,few clouds
544,Oksfjord,NO,70.2396,22.3479,55.47,94,100,2.28,overcast clouds
545,Omboue,GA,-1.5746,9.2618,72.48,86,88,5.59,overcast clouds
546,San Quintin,MX,30.4833,-115.95,77.02,65,53,15.61,broken clouds
547,Tshikapa,CD,-6.4167,20.8,84.13,37,100,3.27,overcast clouds
548,Maun,BW,-19.9833,23.4167,67.96,42,0,12.66,clear sky
549,Pochutla,MX,15.7432,-96.4661,88.83,59,49,6.73,scattered clouds
550,Novikovo,RU,51.1537,37.8879,66.16,86,100,12.68,overcast clouds
551,Saint Stephen,GB,50.3333,-4.9,66.47,94,75,11.5,broken clouds
552,Lagunas,PE,-5.2269,-75.6753,81.21,80,93,1.45,overcast clouds
553,Fez,MA,34.0372,-4.9998,89.85,13,0,6.91,clear sky
554,Kalabo,ZM,-14.97,22.6814,61.68,45,8,5.93,clear sky
555,Cabo San Lucas,MX,22.8909,-109.9124,91.71,55,20,8.05,few clouds
556,Alekseyevsk,RU,57.8406,108.3492,64.08,97,100,5.99,overcast clouds
557,Urambo,TZ,-5.0667,32.05,73.92,32,98,3.74,overcast clouds
558,Bangui,CF,4.3612,18.555,70.86,94,48,0.65,light rain
559,Dobrinka,RU,52.1653,40.4731,64.49,69,98,5.91,overcast clouds
560,Vadso,NO,70.0744,29.7487,61.68,88,0,3.44,clear sky
561,Gold Coast,AU,-28.0,153.4333,59.18,96,100,1.14,overcast clouds
562,Taos,US,36.4072,-105.5731,86.99,39,0,7.0,clear sky
563,Port Moresby,PG,-9.4431,147.1797,74.62,94,20,0.0,haze
564,Pallisa,UG,1.145,33.7094,62.24,95,33,2.93,scattered clouds
565,Hegra,NO,63.4644,11.114,60.71,63,0,3.44,clear sky
566,San Marcos,US,33.1434,-117.1661,94.91,57,0,12.66,clear sky
567,Shar,KZ,49.5886,81.0453,64.22,76,4,2.01,clear sky
568,Tooele,US,40.5308,-112.2983,84.09,47,0,5.75,clear sky
569,Manzhouli,CN,49.6,117.4333,69.21,73,70,4.45,broken clouds
570,Takoradi,GH,4.8845,-1.7554,72.72,80,7,7.49,clear sky
571,Verkhnevilyuysk,RU,63.4453,120.3167,57.06,70,75,5.35,broken clouds
572,Batagay-Alyta,RU,67.8006,130.4114,47.12,86,100,4.23,overcast clouds
573,Karacabey,TR,40.2152,28.4038,73.78,86,0,5.82,clear sky
574,Haukipudas,FI,65.1765,25.3523,59.05,92,3,11.14,clear sky
575,Ust-Barguzin,RU,53.45,108.9833,54.81,98,97,1.7,overcast clouds
576,Bukachacha,RU,52.9833,116.9167,62.49,92,93,1.86,light rain
577,Saint-Francois,FR,46.4154,3.9054,71.04,60,0,2.3,clear sky
578,Rabaul,PG,-4.1967,152.1721,80.83,70,25,5.68,scattered clouds
579,Auki,SB,-8.7676,160.7034,82.24,73,19,5.97,few clouds
580,Roald,NO,62.5833,6.1333,60.94,88,75,11.5,light rain
581,Machiques,VE,10.0644,-72.545,85.42,67,76,7.87,broken clouds
582,Vostok,RU,46.4856,135.8833,71.78,71,69,2.51,broken clouds
583,Ikalamavony,MG,-21.15,46.5833,58.87,74,32,8.86,scattered clouds
584,Chalan,CO,9.5477,-75.3113,79.65,86,97,6.78,overcast clouds
585,Port Macquarie,AU,-31.4333,152.9167,46.89,70,100,6.2,overcast clouds
586,Hambantota,LK,6.1241,81.1185,77.34,94,75,10.36,broken clouds
587,Saint Andrews,US,34.0454,-81.1293,97.32,42,40,8.05,scattered clouds
588,Abalak,RU,58.1286,68.5944,50.95,79,6,4.97,clear sky
589,Pacific Grove,US,36.6177,-121.9166,84.54,80,0,12.66,clear sky
590,Cruzeiro Do Oeste,BR,-23.785,-53.0733,73.38,41,1,5.75,clear sky
591,Dabrowa Tarnowska,PL,50.1746,20.9863,66.43,70,99,4.05,overcast clouds
592,La Crosse,US,43.8014,-91.2396,89.78,67,59,13.0,broken clouds
593,Tura,IN,25.5198,90.2201,74.44,93,100,2.98,overcast clouds
594,Hervey Bay,AU,-25.2986,152.8535,57.02,94,28,3.0,scattered clouds
595,Liverpool,GB,53.4106,-2.9779,70.29,82,75,13.8,broken clouds
596,Dolzhanskaya,RU,46.6311,37.8039,76.44,77,0,8.66,clear sky
597,Ust-Koksa,RU,50.2696,85.6108,51.67,91,66,0.63,broken clouds
598,Santa Rosalia,MX,27.3167,-112.2833,87.49,56,65,7.2,broken clouds
599,Ostrovnoy,RU,68.0531,39.5131,53.49,94,6,7.34,clear sky
600,Boueni,YT,-12.9025,45.0761,73.38,73,2,3.65,light rain
601,Fairbanks,US,64.8378,-147.7164,66.2,68,75,3.44,light intensity shower rain
602,Taicheng,CN,38.731,113.228,68.07,89,23,2.93,few clouds
603,Ocos,GT,14.5094,-92.1933,89.78,68,6,8.88,clear sky
604,Mariental,NA,-24.6333,17.9667,51.42,54,0,6.69,clear sky
605,Kaniama,CD,-7.5667,24.1833,72.39,37,57,2.75,broken clouds
606,Boyolangu,ID,-8.1181,111.8935,72.54,96,94,1.23,overcast clouds
607,Kamenka,RU,51.3223,42.7678,67.05,55,60,11.07,broken clouds
608,Bolgar,RU,54.95,49.0667,64.67,74,29,6.96,scattered clouds
609,Emborion,GR,40.4833,21.55,68.36,45,0,3.0,clear sky
610,Malanje,AO,-9.5402,16.341,65.73,56,16,8.5,few clouds
611,Arisvi,GR,41.0667,25.5833,74.82,55,7,5.06,clear sky
612,Espanola,US,35.9911,-106.0806,94.28,31,69,1.01,broken clouds
613,Cananeia,BR,-25.0147,-47.9267,65.07,94,6,2.93,clear sky
614,Kungurtug,RU,50.5994,97.5228,51.98,88,87,0.85,overcast clouds
615,Magdagachi,RU,53.45,125.8,62.49,92,16,2.57,few clouds
616,Pitimbu,BR,-7.4706,-34.8086,75.79,84,12,4.34,few clouds
617,Roma,US,43.2128,-75.4557,81.95,64,40,18.41,scattered clouds
618,Chikmagalur,IN,13.3167,75.7833,67.35,97,100,1.14,heavy intensity rain
619,Manokwari,ID,-0.8667,134.0833,78.76,75,100,2.06,overcast clouds
620,Cockburn Town,TC,21.4612,-71.1419,85.96,66,40,11.5,scattered clouds
621,Velsk,RU,61.0701,42.0983,60.15,80,100,6.42,overcast clouds
622,Navirai,BR,-23.065,-54.1906,75.97,35,20,5.79,few clouds
623,Khandbari,NP,27.3747,87.2039,71.64,95,100,2.24,overcast clouds
624,Padre Paraiso,BR,-17.0742,-41.4844,65.08,60,0,3.13,clear sky
625,Poretskoye,RU,55.1974,46.3291,60.85,86,86,3.0,overcast clouds
626,Guantanamo,CU,20.1444,-75.2092,90.97,44,2,13.58,clear sky
627,Olga,RU,43.7444,135.2892,70.75,94,95,3.89,overcast clouds
628,Atambua,ID,-9.1061,124.8925,66.76,82,47,4.76,scattered clouds
629,Nynashamn,SE,58.9034,17.9479,63.1,78,99,10.16,light rain
630,Yulara,AU,-25.2406,130.9889,58.75,56,5,8.08,clear sky
631,West Bay,KY,19.3667,-81.4167,91.47,74,20,12.66,few clouds
632,Mayo,US,38.8876,-76.5119,93.11,57,0,10.36,clear sky
633,Lukovetskiy,RU,64.2956,41.9211,64.29,75,100,9.37,overcast clouds
634,Redlands,US,34.0556,-117.1825,97.2,34,20,11.5,few clouds
635,Chapleau,CA,47.8405,-83.4034,73.49,46,20,6.91,few clouds
636,Kloulklubed,PW,7.0419,134.2556,75.7,70,100,8.61,overcast clouds
637,Bulawayo,ZW,-20.15,28.5833,51.57,86,1,9.15,clear sky
638,Tilichiki,RU,60.4667,166.1,55.81,77,77,2.55,broken clouds
639,Bac Lieu,VN,9.285,105.7244,78.82,85,86,5.61,overcast clouds
640,Srednekolymsk,RU,67.45,153.6833,60.58,96,100,6.62,light rain
641,Constantine,DZ,36.365,6.6147,72.81,46,20,1.14,few clouds
642,Kasongo-Lunda,CD,-6.4667,16.8167,79.54,45,81,1.79,broken clouds
643,Malakal,SS,9.5334,31.6605,70.11,92,95,3.18,overcast clouds
644,San Policarpo,PH,12.1791,125.5072,80.38,80,96,0.98,overcast clouds
645,Callaway,US,30.153,-85.5699,80.53,78,75,27.63,broken clouds
646,Saint-Leu,RE,-21.15,55.2833,66.31,77,8,9.06,clear sky
647,Lagoa,PT,39.05,-27.9833,74.28,84,5,15.52,clear sky
648,Parral,MX,26.9333,-105.6667,86.47,22,84,7.67,broken clouds
649,Quelimane,MZ,-17.8786,36.8883,71.55,83,40,5.75,scattered clouds
650,Sinop,TR,41.7711,34.8709,62.73,89,11,3.11,few clouds
651,Dickinson,US,29.4608,-95.0513,101.12,65,40,13.8,scattered clouds
652,Shellbrook,CA,53.2168,-106.4011,61.83,96,100,15.08,overcast clouds
653,Vihti,FI,60.417,24.3197,59.13,81,92,3.04,overcast clouds
654,Yen Bai,VN,21.7,104.8667,76.23,96,80,1.45,broken clouds
655,Isla Mujeres,MX,21.2311,-86.731,89.17,74,61,7.54,broken clouds
656,Alice Springs,AU,-23.7,133.8833,69.35,24,100,8.05,overcast clouds
657,Quatre Cocos,MU,-20.2078,57.7625,68.11,66,0,10.27,clear sky
658,Charlestown,AU,-32.95,151.6667,52.41,81,77,3.0,broken clouds
659,Salinopolis,BR,-0.6136,-47.3561,80.51,79,14,14.41,few clouds
660,Awjilah,LY,29.1081,21.2869,81.0,55,0,16.89,clear sky
661,Oarai,JP,36.3167,140.6,82.35,85,100,5.28,overcast clouds
662,Bagdarin,RU,54.4333,113.6,58.32,97,67,1.74,broken clouds
663,Acarau,BR,-2.8856,-40.12,78.71,81,34,16.2,scattered clouds
664,Neryungri,RU,56.6709,124.6491,62.19,85,37,2.3,scattered clouds
665,Vilyuysk,RU,63.7553,121.6247,56.16,64,49,6.69,scattered clouds
666,Gamba,GA,-2.65,10.0,69.91,95,54,6.33,broken clouds
667,Mercedes,AR,-34.6515,-59.4307,59.65,71,48,7.16,scattered clouds
668,Talnakh,RU,69.4865,88.3972,43.21,76,1,2.37,clear sky
669,Babati,TZ,-4.2167,35.75,57.42,71,56,1.9,broken clouds
670,Alta Floresta,BR,-9.8756,-56.0861,83.57,27,99,3.89,overcast clouds
671,Mega,ET,4.05,38.3,58.55,72,90,9.6,overcast clouds
672,Yeppoon,AU,-23.1333,150.7333,62.38,90,15,7.87,few clouds
673,Tete,MZ,-16.1564,33.5867,66.29,100,75,0.0,broken clouds
