City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Altay,CN,2022-08-02 20:03:51,47.8667,88.1167,62.01,54,17,5.77
294,Saldanha,ZA,2022-08-02 19:57:01,-33.0117,17.9442,55.45,89,43,11.99
295,Pacific Grove,US,2022-08-02 20:00:20,36.6177,-121.9166,84.38,78,100,7.0
296,Meulaboh,ID,2022-08-02 20:03:51,4.1363,96.1285,73.98,89,100,4.54
297,Matamoros,MX,2022-08-02 20:00:34,25.5333,-103.25,94.51,21,8,9.86
298,Mandalgovi,MN,2022-08-02 20:03:51,45.7625,106.2708,70.11,55,7,3.27
299,Vao,NC,2022-08-02 20:01:01,-22.6667,167.4833,73.24,86,49,9.01
300,Nome,US,2022-08-02 20:03:52,64.5011,-165.4064,67.15,53,0,12.66
301,Darhan,MN,2022-08-02 20:03:52,49.4867,105.9228,66.56,76,100,8.52
302,Jonesboro,US,2022-08-02 20:03:52,35.8423,-90.7043,94.03,73,20,9.22
303,Adamas,GR,2022-08-02 20:03:53,36.7333,24.4333,76.84,72,0,12.1
304,Yenagoa,NG,2022-08-02 20:02:36,4.9247,6.2642,73.72,87,63,5.06
305,Sai Buri,TH,2022-08-02 20:03:53,6.7013,101.6168,75.78,94,100,8.5
306,Birjand,IR,2022-08-02 20:03:53,32.8663,59.2211,72.16,35,0,12.39
307,Santa Cruz,BO,2022-08-02 20:03:35,-17.8,-63.1667,87.26,58,40,20.71
308,Codrington,AU,2022-08-02 20:03:54,-38.2667,141.9667,54.03,73,69,20.71
309,Tamandare,BR,2022-08-02 20:03:54,-8.7597,-35.1047,75.33,91,74,8.63
310,Laguna,US,2022-08-02 20:03:54,38.421,-121.4238,99.34,39,0,8.05
311,Cervo,ES,2022-08-02 20:03:55,43.6702,-7.4101,67.96,92,83,9.35
312,Shingu,JP,2022-08-02 20:03:55,33.7333,135.9833,77.5,82,100,6.31
313,Watertown,US,2022-08-02 20:03:47,42.3709,-71.1828,92.89,52,20,17.27
314,Senneterre,CA,2022-08-02 20:03:55,48.3835,-77.2328,69.46,38,5,7.63
315,Makakilo City,US,2022-08-02 19:59:42,21.3469,-158.0858,82.0,69,0,14.76
316,Zmeinogorsk,RU,2022-08-02 20:03:56,51.1567,82.195,58.51,91,36,2.55
317,Westport,US,2022-08-02 20:00:38,41.1415,-73.3579,93.09,61,67,4.0
318,Homer,US,2022-08-02 20:03:56,59.6425,-151.5483,58.87,83,0,13.0
319,Beaverlodge,CA,2022-08-02 20:03:56,55.2166,-119.4361,66.4,60,81,0.69
320,Chimbote,PE,2022-08-02 20:03:24,-9.0853,-78.5783,66.27,75,29,11.07
321,Ixtapa,MX,2022-08-02 19:57:59,20.7,-105.2,87.22,71,57,1.99
322,Tucuman,AR,2022-08-02 20:04:57,-26.8241,-65.2226,78.8,34,0,3.44
323,Carauari,BR,2022-08-02 20:04:57,-4.8828,-66.8958,86.22,60,95,1.92
324,Margate,GB,2022-08-02 20:04:57,51.3813,1.3862,69.69,79,26,5.01
325,Honiara,SB,2022-08-02 20:04:58,-9.4333,159.95,77.2,84,6,6.55
326,Jodhpur,IN,2022-08-02 20:04:58,26.2867,73.03,85.95,67,99,10.18
327,Cardston,CA,2022-08-02 20:04:58,49.2,-113.3019,81.99,22,16,4.83
328,Unai,BR,2022-08-02 20:04:50,-16.3575,-46.9061,86.2,25,10,5.77
329,Puerto Escondido,MX,2022-08-02 20:00:23,15.85,-97.0667,88.16,62,16,7.07
330,Ayan,RU,2022-08-02 20:04:59,56.45,138.1667,56.57,98,100,11.97
331,Linxia,CN,2022-08-02 20:04:59,35.6003,103.2064,66.6,79,30,2.82
332,Natal,BR,2022-08-02 20:05:00,-5.795,-35.2094,77.65,94,75,9.22
333,Sorong,ID,2022-08-02 20:05:00,-0.8833,131.25,76.77,89,100,7.29
334,Coquimbo,CL,2022-08-02 19:53:17,-29.9533,-71.3436,55.13,76,100,11.5
335,Brigham City,US,2022-08-02 20:00:05,41.5102,-112.0155,81.41,55,75,3.0
336,Kudahuvadhoo,MV,2022-08-02 20:05:00,2.6708,72.8944,81.19,76,100,18.61
337,Mae Hong Son,TH,2022-08-02 20:05:01,19.3003,97.9685,74.97,98,100,0.92
338,Korla,CN,2022-08-02 20:02:22,41.7597,86.1469,74.5,46,2,0.96
339,Antofagasta,CL,2022-08-02 20:00:09,-23.65,-70.4,59.49,72,15,6.73
340,Jagalur,IN,2022-08-02 20:05:02,14.5333,76.35,74.5,82,100,7.23
341,Khorixas,NA,2022-08-02 20:05:02,-20.3667,14.9667,51.73,28,6,6.38
342,Punta Alta,AR,2022-08-02 20:00:13,-38.8759,-62.0736,52.72,90,100,7.07
343,Rybachiy,RU,2022-08-02 20:05:04,48.7073,44.7449,82.26,32,84,7.2
344,Saint-Prosper,CA,2022-08-02 20:05:04,46.2117,-70.4811,69.03,97,100,7.11
345,Teguise,ES,2022-08-02 20:05:05,29.0605,-13.564,71.82,78,20,23.02
346,Angoche,MZ,2022-08-02 20:05:05,-16.2325,39.9086,72.37,83,8,7.87
347,Harrisburg,US,2022-08-02 20:04:38,40.2737,-76.8844,91.54,49,0,13.0
348,Pingliang,CN,2022-08-02 20:05:05,35.5392,106.6861,68.27,85,13,4.16
349,Hamilton,US,2022-08-02 20:02:56,39.1834,-84.5333,88.25,66,20,12.66
350,Troitskoye,RU,2022-08-02 20:05:06,52.9821,84.6757,54.68,79,100,6.51
351,Amstetten,AT,2022-08-02 20:05:06,48.1229,14.8721,71.78,85,10,1.57
352,Varhaug,NO,2022-08-02 20:05:06,58.6147,5.6457,62.85,98,92,12.5
353,Balotra,IN,2022-08-02 20:05:07,25.8333,72.2333,85.23,71,56,10.36
354,Severnyy,RU,2022-08-02 20:05:07,50.677,36.5532,66.24,94,75,4.47
355,Aykhal,RU,2022-08-02 20:05:07,66.0,111.5,43.72,97,100,18.16
356,Burhaniye,TR,2022-08-02 20:05:08,39.5004,26.9727,78.71,47,20,17.27
357,Olafsvik,IS,2022-08-02 20:05:08,64.8945,-23.7142,49.35,67,60,13.02
358,Mirnyy,RU,2022-08-02 20:05:08,62.5353,113.9611,62.24,93,96,4.0
359,Mbanza-Ngungu,CD,2022-08-02 20:05:09,-5.25,14.8667,72.09,60,98,4.29
360,Lingyuan,CN,2022-08-02 20:05:09,41.24,119.4011,71.82,91,87,4.29
361,Siguiri,GN,2022-08-02 20:05:09,11.6667,-9.5,73.54,91,76,2.3
362,Luwuk,ID,2022-08-02 20:00:52,-0.9516,122.7875,75.58,91,100,4.97
363,Sabha,LY,2022-08-02 20:05:10,27.0377,14.4283,91.13,21,8,14.12
364,Puerto El Triunfo,SV,2022-08-02 20:05:10,13.2833,-88.55,95.86,68,96,8.86
365,Dhidhdhoo,MV,2022-08-02 20:05:11,6.8833,73.1,80.94,79,100,21.79
366,Dingzhou,CN,2022-08-02 20:05:11,38.5131,114.9956,77.63,77,10,2.8
367,Tornio,FI,2022-08-02 19:58:04,65.8481,24.1466,57.22,87,0,9.33
368,Bilibino,RU,2022-08-02 20:00:25,68.0546,166.4372,57.76,65,100,5.26
369,Saint Anthony,US,2022-08-02 20:06:11,45.0205,-93.218,96.35,57,0,24.16
370,Machico,PT,2022-08-02 20:06:12,32.7,-16.7667,73.71,76,20,17.27
371,Leek,NL,2022-08-02 20:06:12,53.1625,6.3764,72.16,52,22,5.75
372,Iqaluit,CA,2022-08-02 20:05:02,63.7506,-68.5145,49.69,66,83,5.99
373,Mazamari,PE,2022-08-02 20:06:12,-11.3258,-74.5308,81.79,63,93,2.28
374,Portland,US,2022-08-02 20:06:06,45.5234,-122.6762,84.63,54,4,1.99
375,Saint-Paul,RE,2022-08-02 20:06:13,-21.0096,55.2707,66.36,79,34,1.23
376,Cockburn Town,TC,2022-08-02 20:05:06,21.4612,-71.1419,85.96,66,40,11.5
377,Lexington,US,2022-08-02 20:04:46,37.9887,-84.4777,89.94,51,0,9.22
378,Lieto,FI,2022-08-02 20:06:13,60.5103,22.4618,57.96,86,0,1.14
379,Ottawa,CA,2022-08-02 20:05:03,45.4112,-75.6981,79.16,56,39,4.0
380,Caconda,AO,2022-08-02 20:06:14,-13.7333,15.0667,57.99,31,98,4.61
381,San Cristobal,VE,2022-08-02 20:03:52,7.7669,-72.225,78.98,64,99,5.23
382,Dudinka,RU,2022-08-02 20:06:14,69.4058,86.1778,41.7,84,4,8.55
383,Vilcun,CL,2022-08-02 20:01:57,-38.65,-72.2333,48.45,64,0,4.81
384,Comodoro Rivadavia,AR,2022-08-02 20:06:14,-45.8667,-67.5,51.66,40,0,11.5
385,Balakhninskiy,RU,2022-08-02 20:06:15,58.0106,114.2769,60.48,90,61,3.13
386,Nizwa,OM,2022-08-02 20:06:15,22.9333,57.5333,89.26,56,54,4.09
387,Lata,PT,2022-08-02 20:06:06,40.1629,-8.3327,67.46,79,0,3.2
388,Leningradskiy,RU,2022-08-02 20:02:15,69.3833,178.4167,57.07,53,100,8.16
389,Sao Filipe,CV,2022-08-02 19:56:46,14.8961,-24.4956,78.37,80,70,5.91
390,Ulu-Telyak,RU,2022-08-02 20:06:15,54.9086,56.9669,57.99,95,33,4.85
391,Kavaratti,IN,2022-08-02 19:58:07,10.5669,72.642,78.26,83,100,29.19
392,Bagdarin,RU,2022-08-02 20:06:16,54.4333,113.6,56.48,96,65,1.57
393,Kaeo,NZ,2022-08-02 20:06:16,-35.1,173.7833,53.33,95,100,3.24
394,Mount Gambier,AU,2022-08-02 19:59:13,-37.8333,140.7667,53.51,82,100,17.27
395,Jining,CN,2022-08-02 20:06:17,35.405,116.5814,81.45,79,100,5.82
396,Santa,PH,2022-08-02 20:06:17,17.486,120.4348,77.43,85,100,3.58
397,Along,IN,2022-08-02 20:06:17,28.1667,94.7667,73.81,98,100,1.83
398,Mitsamiouli,KM,2022-08-02 20:06:18,-11.3847,43.2844,76.15,73,7,5.1
399,Prainha,BR,2022-08-02 20:06:18,-1.8,-53.48,87.22,55,96,4.05
400,Grand Forks,US,2022-08-02 20:06:18,47.9417,-97.4337,80.33,69,75,12.66
401,Russkaya Polyana,UA,2022-08-02 20:06:19,49.417,31.9201,63.61,94,99,11.14
402,Aklavik,CA,2022-08-02 20:00:39,68.2191,-135.0107,52.18,64,100,16.62
403,Bonfim,BR,2022-08-02 20:06:19,3.0833,-59.95,85.86,67,59,5.73
404,Pa Daet,TH,2022-08-02 20:06:19,19.5049,99.9924,75.16,97,84,1.7
405,Angoram,PG,2022-08-02 20:06:20,-4.0625,144.0661,72.07,98,98,2.59
406,Torbay,CA,2022-08-02 20:05:36,47.6666,-52.7314,78.89,62,93,11.32
407,Medvedka,RU,2022-08-02 20:06:20,61.1629,46.387,60.24,77,76,3.24
408,Eyl,SO,2022-08-02 20:06:21,7.9803,49.8164,76.28,76,1,25.81
409,Payo,ID,2022-08-02 20:06:22,-3.7508,103.6372,71.85,97,100,1.54
410,Bagotville,AU,2022-08-02 20:06:22,-28.9833,153.4167,52.86,99,100,5.17
411,Gidole,ET,2022-08-02 20:06:22,5.65,37.3667,53.35,84,94,1.59
412,Kadoma,JP,2022-08-02 20:06:23,34.7333,135.5833,80.65,79,90,4.41
413,Fukue,JP,2022-08-02 20:06:23,32.6881,128.8419,81.27,89,30,8.95
414,Verkh-Usugli,RU,2022-08-02 20:00:27,52.7,115.1667,59.13,91,100,0.09
415,Newala,TZ,2022-08-02 20:07:23,-10.9431,39.2787,60.04,90,0,4.65
416,Denpasar,ID,2022-08-02 20:02:01,-8.65,115.2167,76.71,100,40,1.14
417,Waitara,NZ,2022-08-02 20:07:24,-38.925,174.25,57.49,87,80,15.88
418,Wewak,PG,2022-08-02 20:07:24,-3.5534,143.6268,78.76,87,100,9.62
419,Ilulissat,GL,2022-08-02 20:07:25,69.2167,-51.1,50.02,87,40,5.75
420,Guerrero Negro,MX,2022-08-02 19:59:13,27.9769,-114.0611,82.17,49,100,17.74
421,Raudeberg,NO,2022-08-02 20:07:26,61.9875,5.1352,58.87,65,100,21.12
422,Dombarovskiy,RU,2022-08-02 20:07:26,50.7587,59.5386,64.36,80,93,8.19
423,Conceicao Do Araguaia,BR,2022-08-02 20:07:28,-8.2578,-49.2647,97.23,19,71,6.49
424,Grevena,GR,2022-08-02 20:07:28,40.0845,21.4274,72.61,37,14,1.28
425,Arlit,NE,2022-08-02 20:07:28,18.7369,7.3853,98.15,21,0,8.61
426,The Pas,CA,2022-08-02 20:06:36,53.8251,-101.2541,57.22,94,100,9.22
427,Hailin,CN,2022-08-02 20:07:28,44.5833,129.4167,69.08,91,100,1.48
428,San Rafael,AR,2022-08-02 20:04:09,-34.6177,-68.3301,60.53,31,0,14.47
429,Ulaangom,MN,2022-08-02 20:07:29,49.9811,92.0667,63.7,63,21,5.21
430,Blackwater,AU,2022-08-02 20:07:29,-23.5833,148.8833,57.94,89,34,6.53
431,Bharatpur,IN,2022-08-02 20:07:29,27.2167,77.4833,88.07,62,100,4.81
432,Victor Harbor,AU,2022-08-02 20:07:30,-35.5667,138.6167,53.67,78,5,19.91
433,Kathu,TH,2022-08-02 20:07:30,7.9178,98.3332,84.74,72,100,19.48
434,Ryazanovskiy,RU,2022-08-02 20:07:31,55.55,39.4333,68.23,61,100,5.37
435,Greenville,US,2022-08-02 20:05:50,35.6127,-77.3663,93.22,52,40,4.61
436,Geraldton,AU,2022-08-02 20:04:41,-28.7667,114.6,63.01,59,75,24.16
437,Dicabisagan,PH,2022-08-02 20:07:32,17.0818,122.4157,76.91,91,100,1.1
438,Manali,IN,2022-08-02 20:07:32,13.1667,80.2667,84.07,83,100,7.85
439,Sitka,US,2022-08-02 19:57:16,57.0531,-135.33,57.09,82,100,4.61
440,Mali,GN,2022-08-02 20:07:33,12.079,-12.2982,60.58,95,94,1.28
441,Mariental,NA,2022-08-02 20:07:33,-24.6333,17.9667,54.57,32,0,7.16
442,Verkhnetulomskiy,RU,2022-08-02 20:07:33,68.6073,31.7962,59.13,95,100,2.26
443,Ponta Delgada,PT,2022-08-02 20:00:47,37.7333,-25.6667,74.12,78,75,5.75
444,Santa Isabel Do Rio Negro,BR,2022-08-02 20:07:34,-0.4139,-65.0192,86.22,63,100,3.69
445,Buraydah,SA,2022-08-02 20:07:34,26.326,43.975,97.38,31,24,6.24
446,Mahon,ES,2022-08-02 20:07:34,39.8885,4.2658,82.96,51,0,4.61
447,Taltal,CL,2022-08-02 20:07:35,-25.4,-70.4833,58.23,73,19,3.58
448,Flinders,AU,2022-08-02 20:07:35,-34.5833,150.8552,56.37,69,96,5.99
449,Zhigansk,RU,2022-08-02 20:02:36,66.7697,123.3711,45.46,69,82,16.4
450,Bangassou,CF,2022-08-02 20:07:12,4.7413,22.8184,72.16,91,100,3.0
451,Huarmey,PE,2022-08-02 20:07:35,-10.0681,-78.1522,67.71,71,3,11.39
452,Victoria Point,AU,2022-08-02 20:07:36,-27.5833,153.3,58.44,94,100,4.65
453,Pevek,RU,2022-08-02 20:07:20,69.7008,170.3133,35.65,98,100,9.48
454,Ken Caryl,US,2022-08-02 20:07:36,39.5773,-105.1169,94.37,26,69,7.0
455,Vanimo,PG,2022-08-02 20:07:37,-2.6741,141.3028,77.65,88,97,7.29
456,Te Anau,NZ,2022-08-02 20:07:20,-45.4167,167.7167,44.82,91,96,7.43
457,San Pedro,PH,2022-08-02 20:07:37,14.35,121.0167,79.36,91,100,3.4
458,Vila Velha,BR,2022-08-02 20:07:37,-20.3297,-40.2925,76.95,82,20,12.66
459,Sena Madureira,BR,2022-08-02 20:07:37,-9.0656,-68.6569,96.84,31,51,3.6
460,Kemin,KG,2022-08-02 20:07:38,42.7846,75.6892,66.22,59,100,3.89
461,Worthing,GB,2022-08-02 20:08:38,50.8145,-0.3713,69.57,89,12,8.01
462,Ambon,ID,2022-08-02 19:59:09,-3.6954,128.1814,73.54,94,75,6.91
463,Zilupe,LV,2022-08-02 20:08:38,56.3862,28.1217,58.06,90,65,1.77
464,Sunland Park,US,2022-08-02 20:08:39,31.7965,-106.58,100.49,21,0,6.91
465,Conde,BR,2022-08-02 20:08:39,-7.2597,-34.9075,76.46,88,0,5.75
466,Nouadhibou,MR,2022-08-02 20:08:39,20.931,-17.0347,71.38,89,5,12.48
467,Yarmouth,US,2022-08-02 20:08:40,41.7057,-70.2286,86.65,75,0,18.41
468,Ust-Tsilma,RU,2022-08-02 20:08:40,65.441,52.1498,59.67,71,60,4.0
469,Lastoursville,GA,2022-08-02 20:08:40,-0.8143,12.7287,82.35,45,96,1.74
470,Sobolevo,RU,2022-08-02 20:08:41,54.4299,31.8996,63.37,88,100,6.73
471,Vostok,RU,2022-08-02 20:04:53,46.4856,135.8833,63.81,82,100,3.8
472,Cayenne,GF,2022-08-02 19:59:08,4.9333,-52.3333,85.08,1,75,5.99
473,Uruzgan,AF,2022-08-02 20:08:41,32.8333,66.0,79.21,19,0,3.78
474,Grand Gaube,MU,2022-08-02 20:08:41,-20.0064,57.6608,70.2,74,0,1.99
475,Aparecida Do Taboado,BR,2022-08-02 20:08:42,-20.0867,-51.0936,90.1,22,9,5.44
476,Eirunepe,BR,2022-08-02 20:08:42,-6.6603,-69.8736,89.11,52,86,0.89
477,Boyarka,UA,2022-08-02 20:08:42,50.3191,30.2973,65.14,93,99,11.23
478,Prince Rupert,CA,2022-08-02 20:04:25,54.3161,-130.3201,57.29,94,100,8.05
479,Goure,NE,2022-08-02 20:08:43,13.9835,10.2704,86.32,47,100,0.65
480,Naze,JP,2022-08-02 20:06:09,28.3667,129.4833,79.34,86,72,8.37
481,Khasan,RU,2022-08-02 20:08:43,42.4308,130.6434,71.29,96,84,3.4
482,Jieshi,CN,2022-08-02 20:08:43,22.8134,115.8257,80.51,84,100,3.38
483,Saint Marys,US,2022-08-02 20:08:44,30.7305,-81.5465,99.12,70,0,9.22
484,Nkhata Bay,MW,2022-08-02 20:08:44,-11.6066,34.2907,69.06,73,62,4.14
485,Kirksville,US,2022-08-02 20:08:31,40.1948,-92.5833,93.06,66,0,16.11
486,Deniliquin,AU,2022-08-02 20:08:44,-35.5333,144.9667,59.95,54,100,18.25
487,Mantua,IT,2022-08-02 20:08:45,45.1667,10.7833,83.44,65,6,1.99
488,Vazante,BR,2022-08-02 20:05:20,-17.9869,-46.9078,82.0,33,22,11.12
489,Samarai,PG,2022-08-02 20:02:37,-10.6167,150.6667,80.73,83,32,12.97
490,Xihe,CN,2022-08-02 20:08:45,31.6864,113.4659,80.2,83,0,2.77
491,Butka,RU,2022-08-02 20:08:45,56.7179,63.7866,55.09,84,0,5.53
492,Celendin,PE,2022-08-02 20:08:46,-6.8703,-78.1517,72.12,41,17,4.47
493,Tiarei,PF,2022-08-02 20:07:43,-17.5333,-149.3333,80.62,73,8,21.99
494,Quang Ngai,VN,2022-08-02 20:08:46,15.1167,108.8,76.82,91,88,3.42
495,Mayo,US,2022-08-02 20:08:26,38.8876,-76.5119,94.35,63,20,6.91
496,Bhatkal,IN,2022-08-02 20:08:46,13.9667,74.5667,78.12,90,93,9.73
497,Orhei,MD,2022-08-02 20:08:47,47.3831,28.8231,66.78,81,14,6.02
498,Roma,US,2022-08-02 20:08:03,43.2128,-75.4557,82.96,60,20,13.8
499,Lazaro Cardenas,MX,2022-08-02 20:05:03,17.9583,-102.2,89.46,60,56,11.95
500,Krasnoye,UA,2022-08-02 20:08:47,49.9145,24.6134,61.34,70,18,5.21
501,Moerai,PF,2022-08-02 20:08:48,-22.4333,-151.3333,72.34,66,100,17.0
502,Whitehorse,CA,2022-08-02 20:04:20,60.7161,-135.0538,51.19,92,100,1.23
503,Rosetta,EG,2022-08-02 20:08:48,31.4044,30.4164,79.29,71,0,14.34
504,Vidim,RU,2022-08-02 20:08:48,56.4088,103.1106,55.11,99,100,5.46
505,Gizo,SB,2022-08-02 20:08:49,-8.103,156.8419,81.59,76,25,7.81
506,Port Hedland,AU,2022-08-02 20:08:49,-20.3167,118.5667,68.05,88,9,8.05
507,Morro Bay,US,2022-08-02 20:08:49,35.3658,-120.8499,98.94,46,96,8.99
508,Sao Joao Da Barra,BR,2022-08-02 20:08:49,-21.6403,-41.0511,77.09,82,16,11.74
509,Puerto Del Rosario,ES,2022-08-02 20:09:50,28.5004,-13.8627,80.35,65,20,13.8
510,Dwarka,IN,2022-08-02 20:09:50,22.2394,68.9678,81.79,81,100,10.74
511,Barranca,PE,2022-08-02 20:09:51,-10.75,-77.7667,64.8,72,14,11.63
512,Taksimo,RU,2022-08-02 20:09:51,56.3444,114.8794,61.57,86,54,2.04
513,Chuguyevka,RU,2022-08-02 20:09:51,44.1653,133.8633,68.02,97,100,2.37
514,Buloh Kasap,MY,2022-08-02 20:09:52,2.5536,102.764,73.54,98,100,1.86
515,Saint-Leu,RE,2022-08-02 20:09:52,-21.15,55.2833,65.32,77,15,8.39
516,Sinnamary,GF,2022-08-02 20:00:22,5.3833,-52.95,81.52,83,81,9.89
517,Nishihara,JP,2022-08-02 20:09:52,26.1842,127.7558,79.88,94,0,5.75
518,Kalmunai,LK,2022-08-02 20:09:53,7.4167,81.8167,78.35,76,100,9.13
519,Mildura,AU,2022-08-02 20:09:53,-34.2,142.15,53.08,85,82,10.56
520,Urengoy,RU,2022-08-02 20:09:53,65.9667,78.3667,51.21,79,9,7.43
521,Noumea,NC,2022-08-02 20:08:22,-22.2763,166.4572,73.99,99,54,4.99
522,Grindavik,IS,2022-08-02 20:09:53,63.8424,-22.4338,50.47,71,75,24.16
523,Imbituba,BR,2022-08-02 20:09:54,-28.24,-48.6703,71.85,93,6,1.99
524,Kerman,IR,2022-08-02 20:09:54,30.2832,57.0788,81.79,18,25,7.05
525,Rawah,IQ,2022-08-02 20:09:54,34.4816,41.9093,97.43,20,0,10.51
526,Bowen,AU,2022-08-02 20:09:55,-20.0167,148.2333,62.73,93,13,6.04
527,Linda,US,2022-08-02 20:09:55,39.1277,-121.5508,104.02,30,0,0.0
528,Novikovo,RU,2022-08-02 20:09:55,51.1537,37.8879,65.97,88,100,10.51
529,Salamiyah,SY,2022-08-02 20:09:56,35.0113,37.0532,78.1,61,0,9.22
530,Dauphin,CA,2022-08-02 20:09:56,51.1494,-100.0502,83.41,50,1,14.43
531,Penticton,CA,2022-08-02 20:09:56,49.4806,-119.5858,88.57,18,39,8.77
532,Quatre Cocos,MU,2022-08-02 20:07:15,-20.2078,57.7625,69.91,64,0,12.08
533,Srednekolymsk,RU,2022-08-02 20:04:57,67.45,153.6833,60.64,96,100,7.0
534,Boguchany,RU,2022-08-02 20:09:45,58.3814,97.4531,46.04,89,20,3.74
535,Dukat,RU,2022-08-02 20:09:57,62.55,155.55,49.95,92,99,6.89
536,Sikasso,ML,2022-08-02 20:09:57,10.9167,-7.0,74.17,87,38,4.76
537,Panzhihua,CN,2022-08-02 20:09:57,26.5851,101.7128,67.84,96,65,0.76
538,Mahibadhoo,MV,2022-08-02 20:09:58,3.7833,72.9667,81.81,74,100,19.46
539,Ancud,CL,2022-08-02 20:09:47,-41.8697,-73.8203,47.23,80,96,4.5
540,Jiayuguan,CN,2022-08-02 20:09:58,39.8167,98.3,69.31,61,7,3.18
541,Rundu,NA,2022-08-02 20:08:58,-17.9333,19.7667,64.87,24,22,2.08
542,Jagraon,IN,2022-08-02 20:09:58,30.7833,75.4833,85.62,65,53,4.21
543,Kibala,TD,2022-08-02 20:09:59,9.1104,18.3463,72.0,94,91,3.29
544,Teya,RU,2022-08-02 20:09:59,60.3778,92.6267,49.51,96,100,1.9
545,Puerto Madryn,AR,2022-08-02 20:09:59,-42.7692,-65.0385,50.9,43,0,13.0
546,Samfya,ZM,2022-08-02 20:10:00,-11.3649,29.5565,64.15,55,0,11.92
547,Coahuayana,MX,2022-08-02 20:10:00,18.7333,-103.6833,92.75,53,63,6.02
548,Presidencia Roque Saenz Pena,AR,2022-08-02 20:10:00,-26.7852,-60.4388,81.97,40,91,4.99
549,Waitati,NZ,2022-08-02 20:10:01,-45.75,170.5667,44.24,75,0,2.98
550,Safranbolu,TR,2022-08-02 20:10:01,41.2508,32.6942,63.07,94,0,3.04
551,Kulhudhuffushi,MV,2022-08-02 20:10:01,6.6221,73.07,80.85,78,100,21.79
552,Acapulco,MX,2022-08-02 20:10:02,16.8634,-99.8901,89.42,66,40,6.91
553,Novovorontsovka,UA,2022-08-02 20:10:02,47.5004,33.9175,70.66,72,50,7.31
554,Burntwood,GB,2022-08-02 20:08:32,52.6808,-1.9276,71.74,78,100,5.99
555,Diu,IN,2022-08-02 20:11:03,20.7141,70.9822,81.1,82,88,8.63
556,Riyadh,SA,2022-08-02 20:03:09,24.6877,46.7219,98.74,33,80,6.17
557,Berdigestyakh,RU,2022-08-02 20:11:03,62.0989,126.6992,61.03,98,63,3.2
558,Virginia Beach,US,2022-08-02 20:10:32,36.8529,-75.978,95.02,65,33,3.0
559,Russell,US,2022-08-02 20:06:31,32.3502,-85.1999,91.96,55,20,3.44
560,Mekhe,SN,2022-08-02 20:11:04,15.1097,-16.6218,82.02,70,100,12.28
561,Puerto Colombia,CO,2022-08-02 20:11:04,10.9878,-74.9547,77.09,77,100,11.48
562,Ginir,ET,2022-08-02 20:11:04,7.1333,40.7,58.89,82,99,9.4
563,Badou,TG,2022-08-02 20:09:06,7.5833,0.6,70.5,90,100,0.74
564,Ruwi,OM,2022-08-02 20:11:05,23.5996,58.5507,92.89,58,3,4.88
565,Ilek,RU,2022-08-02 20:11:05,51.5271,53.3831,67.35,68,18,7.02
566,Maldonado,UY,2022-08-02 20:06:48,-34.6667,-54.9167,61.23,77,89,9.13
567,Katherine,AU,2022-08-02 20:11:06,-14.4667,132.2667,66.52,68,100,3.44
568,Port Hawkesbury,CA,2022-08-02 20:11:06,45.6169,-61.3485,75.96,96,100,15.01
569,Thap Than,TH,2022-08-02 20:11:06,15.4606,99.8917,80.71,85,98,6.62
570,Padang,ID,2022-08-02 20:10:57,-0.9492,100.3543,75.76,92,100,4.74
